Tên đường,Tên phường,Quận,Giấy tờ pháp lý,Diện tích,Số tầng,Số phòng ngủ,Số nhà vệ sinh,Hướng cửa chính,Loại hình nhà ở,Giá (VNĐ),Giá hiển thị,Giá/m² (VNĐ)
Đường Tân Hòa Đông,Phường Bình Trị Đông,Quận Bình Tân,1,70,3,5,3,,"Nhà ngõ, hẻm",5700000000,"5,7 tỷ",81.42857
Đường Bình Thành,Phường Bình Hưng Hoà B,Quận Bình Tân,1,76,2,3,2,Hướng Đông Nam,"Nhà mặt phố, mặt tiền",4900000000,"4,9 tỷ",64.47369
Đường Số 14,Phường 8,Quận Gò Vấp,1,71,,3,,,"Nhà ngõ, hẻm",6500000000,"6,5 tỷ",91.54929
Đường Tô Hiến Thành,Phường 14,Quận 10,1,45,2,2,2,,"Nhà ngõ, hẻm",8700000000,"8,7 tỷ",193.33333
Đường Tây Sơn,Phường Tân Quý,Quận Tân Phú,1,92.5,3,3,,,"Nhà mặt phố, mặt tiền",8500000000,"8,5 tỷ",91.89189
Đường Quang Trung,Phường 11,Quận Gò Vấp,1,15,2,2,1,Hướng Tây Nam,"Nhà ngõ, hẻm",1950000000,"1,95 tỷ",130
Hẻm 55 Nguyễn Văn Công,Phường 3,Quận Gò Vấp,1,55,,4,,,"Nhà ngõ, hẻm",4950000000,"4,95 tỷ",90
Đường Nguyễn Văn Khối,Phường 9,Quận Gò Vấp,1,78,,4,,,"Nhà ngõ, hẻm",8100000000,"8,1 tỷ",103.84615
Đường Nguyễn Thị Kiểu,Phường Tân Thới Hiệp,Quận 12,1,62,3,3,3,,"Nhà ngõ, hẻm",4300000000,"4,3 tỷ",69.354836
Đường Ðường Số 5,Phường 4,Quận 3,1,11,44,2,2,,"Nhà ngõ, hẻm",2350000000,"2,35 tỷ",213.63637
Đường Số 1,Phường 10,Quận Tân Bình,1,52,1,3,2,,"Nhà ngõ, hẻm",6130000000,"6,13 tỷ",117.88461
Đường Lê Văn Sỹ,Phường 14,Quận 3,1,110.8,2,4,5,,"Nhà ngõ, hẻm",15000000000,15 tỷ,135.37906
Đường số 28,Phường 6,Quận Gò Vấp,1,68,,5,6,,"Nhà ngõ, hẻm",7800000000,"7,8 tỷ",114.70588
Đường số 4,Phường Trường Thọ (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,80,2,2,2,Hướng Đông Nam,"Nhà ngõ, hẻm",5500000000,"5,5 tỷ",68.75
Đường Tô Hiến Thành,Phường 13,Quận 10,1,50,3,3,3,,"Nhà ngõ, hẻm",8100000000,"8,1 tỷ",162
Cầu Bình Lợi,Phường 13,Quận Bình Thạnh,1,75,5,5,5,,"Nhà ngõ, hẻm",11400000000,"11,4 tỷ",152
Lê Văn Thọ-P9,Phường 9,Quận Gò Vấp,1,72,,4,,,"Nhà ngõ, hẻm",7500000000,"7,5 tỷ",104.166664
Đường Số 12,Phường Bình Hưng Hoà A,Quận Bình Tân,1,32,2,2,2,Hướng Bắc,"Nhà ngõ, hẻm",3050000000,"3,05 tỷ",95.3125
Đường Trần Quang Diệu,Phường 14,Quận 3,1,33,4,4,3,,"Nhà ngõ, hẻm",6200000000,"6,2 tỷ",187.87878
Đường Nguyễn Văn Đậu,Phường 11,Quận Bình Thạnh,1,21,,3,2,,"Nhà ngõ, hẻm",2300000000,"2,3 tỷ",109.52381
Đường Trần Ðình Xu,Phường Nguyễn Cư Trinh,Quận 1,1,67,2,2,2,,"Nhà ngõ, hẻm",11000000000,11 tỷ,164.17911
Đường Nguyễn Văn Khối,Phường 8,Quận Gò Vấp,1,37,2,2,2,,"Nhà ngõ, hẻm",3600000000,"3,6 tỷ",97.297295
Đường Nguyễn Văn Bứa,Xã Xuân Thới Sơn,Huyện Hóc Môn,1,10,2,1,1,,"Nhà mặt phố, mặt tiền",295000000,295 triệu,29.5
đường 222,Xã Hòa Phú,Huyện Củ Chi,1,343.2,,2,2,,"Nhà mặt phố, mặt tiền",9500000000,"9,5 tỷ",27.680653
Đường T8,Phường Tây Thạnh,Quận Tân Phú,1,32,1,2,2,Hướng Đông Nam,"Nhà mặt phố, mặt tiền",3300000000,"3,3 tỷ",103.125
Đường Vườn Lài,Phường An Phú Đông,Quận 12,1,103,,2,2,,"Nhà ngõ, hẻm",5700000000,"5,7 tỷ",55.339806
Đường Đinh Bộ Lĩnh,Phường 26,Quận Bình Thạnh,1,65,4,6,6,Hướng Nam,"Nhà ngõ, hẻm",8950000000,"8,95 tỷ",137.6923
Đường Lê Hồng Phong,Phường 10,Quận 10,1,30,2,2,2,,"Nhà ngõ, hẻm",4300000000,"4,3 tỷ",143.33333
Đường Vườn Lài,Phường An Phú Đông,Quận 12,1,95,2,2,2,,"Nhà mặt phố, mặt tiền",4500000000,"4,5 tỷ",47.36842
Đường Hà Huy Giáp,Phường Thạnh Lộc,Quận 12,1,160,,11,7,Hướng Đông Bắc,"Nhà ngõ, hẻm",10800000000,"10,8 tỷ",67.5
Đường Cách Mạng Tháng 8,Phường 10,Quận 3,1,20,33,2,3,,"Nhà ngõ, hẻm",5200000000,"5,2 tỷ",260
Đường Huỳnh Tấn Phát,Phường Phú Thuận,Quận 7,1,30,,4,,,"Nhà ngõ, hẻm",3150000000,"3,15 tỷ",105
Lê Lai,Phường 3,Quận Gò Vấp,1,46,,4,,,"Nhà ngõ, hẻm",3150000000,"3,15 tỷ",68.478264
Đường Vườn Chuối,Phường 4,Quận 3,1,27,5,3,4,,"Nhà ngõ, hẻm",6500000000,"6,5 tỷ",240.74074
Đường Quốc lộ 13,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,46,3,4,5,,"Nhà ngõ, hẻm",3750000000,"3,75 tỷ",81.521736
Đường số 27,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,102,,5,,,Nhà phố liền kề,8950000000,"8,95 tỷ",87.745094
Đường số 27,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,92,,11,7,,"Nhà mặt phố, mặt tiền",9400000000,"9,4 tỷ",102.17391
1,Xã Xuân Thới Sơn,Huyện Hóc Môn,1,195,,2,,,"Nhà ngõ, hẻm",4550000000,"4,55 tỷ",23.333334
Đường Nguyễn Thái Sơn,Phường 5,Quận Gò Vấp,1,33,,2,,,"Nhà ngõ, hẻm",2250000000,"2,25 tỷ",68.181816
Đường Trần Quang Diệu,Phường 14,Quận 3,1,48,12,3,2,,"Nhà ngõ, hẻm",7200000000,"7,2 tỷ",150
Đường Số 8,Phường Bình Hưng Hoà B,Quận Bình Tân,1,80,,2,3,Hướng Tây,"Nhà ngõ, hẻm",4100000000,"4,1 tỷ",51.25
Đường Tỉnh lộ 10,Phường Tân Tạo,Quận Bình Tân,1,80,4,4,,Hướng Đông Nam,"Nhà mặt phố, mặt tiền",6100000000,"6,1 tỷ",76.25
Phạm Văn Chiêu,Phường 14,Quận Gò Vấp,1,30,,4,,,"Nhà ngõ, hẻm",2350000000,"2,35 tỷ",78.333336
Đường số 16,Phường Linh Trung (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,62,,2,2,,"Nhà mặt phố, mặt tiền",9000000000,9 tỷ,145.16129
Đường An Dương Vương,Phường 9,Quận 5,1,40,,4,,,"Nhà ngõ, hẻm",2000000000,2 tỷ,50
Đường Lê Quang Định,Phường 11,Quận Bình Thạnh,1,80,6,4,5,,"Nhà ngõ, hẻm",11500000000,"11,5 tỷ",143.75
Đường số 14,Phường Bình Hưng Hoà A,Quận Bình Tân,1,24,2,2,2,,"Nhà ngõ, hẻm",2790000000,"2,79 tỷ",116.25
Đường Trần Hữu Trang,Phường 10,Quận Phú Nhuận,1,26,3,2,3,Hướng Đông Nam,"Nhà ngõ, hẻm",5390000000,"5,39 tỷ",207.3077
Đường Nguyễn Văn Nghi,Phường 7,Quận Gò Vấp,1,30,,3,,,"Nhà ngõ, hẻm",3750000000,"3,75 tỷ",125
Đường Bùi Đình Tuý,Phường 12,Quận Bình Thạnh,1,58.8499,4,2,3,Hướng Tây Nam,"Nhà ngõ, hẻm",7700000000,"7,7 tỷ",130.84134
2266 Huỳnh Tấn Phát ,Thị trấn Nhà Bè,Huyện Nhà Bè,1,82.5998,4,4,5,,Nhà biệt thự,7390000000,"7,39 tỷ",89.46753
Đường Nguyễn Văn Bứa,Xã Xuân Thới Sơn,Huyện Hóc Môn,1,44,,2,1,Hướng Đông Nam,"Nhà ngõ, hẻm",200000000,200 triệu,4.5454545
Đường Số 10,Phường Bình Hưng Hoà B,Quận Bình Tân,1,46,2,2,1,,"Nhà mặt phố, mặt tiền",2900000000,"2,9 tỷ",63.04348
Đường Nguyễn Chế Nghĩa,Phường 12,Quận 8,1,42,2,1,2,,"Nhà ngõ, hẻm",3600000000,"3,6 tỷ",85.71429
Đường Phan Tây Hồ,Phường 7,Quận Phú Nhuận,1,40,5,3,,Hướng Đông Nam,"Nhà ngõ, hẻm",8390000000,"8,39 tỷ",209.75
Đường Đặng Văn Bi,Phường Trường Thọ (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,76,2,2,2,,"Nhà ngõ, hẻm",6000000000,6 tỷ,78.947365
Hương lộ 2,Phường Bình Hưng Hoà A,Quận Bình Tân,1,70,4,5,4,,"Nhà mặt phố, mặt tiền",6500000000,"6,5 tỷ",92.85714
Đường Miếu Gò Xoài,Phường Bình Hưng Hoà A,Quận Bình Tân,1,73,2,3,2,,"Nhà mặt phố, mặt tiền",6500000000,"6,5 tỷ",89.0411
Hương lộ 2,Phường Bình Hưng Hoà A,Quận Bình Tân,1,70,4,5,4,,"Nhà mặt phố, mặt tiền",6500000000,"6,5 tỷ",92.85714
Trần Thị Cờ,Phường Thới An,Quận 12,5,35,,2,,,"Nhà ngõ, hẻm",1540000000,"1,54 tỷ",44
Đường Huỳnh Tấn Phát,Phường Phú Thuận,Quận 7,1,54,3,3,3,,Nhà phố liền kề,5000000000,5 tỷ,92.59259
Đường Lê Quang Định,Phường 5,Quận Bình Thạnh,1,50,4,4,4,,"Nhà ngõ, hẻm",7500000000,"7,5 tỷ",150
Đường số 11,Phường Phước Bình (Quận 9 cũ),Thành phố Thủ Đức,1,83.5998,1,3,1,Hướng Đông,"Nhà mặt phố, mặt tiền",10000000000,10 tỷ,119.61751
Đường Hoa Hồng,Phường 2,Quận Phú Nhuận,1,110,3,10,6,,"Nhà mặt phố, mặt tiền",38000000000,38 tỷ,345.45456
Đường Lê Cơ,Phường An Lạc,Quận Bình Tân,1,66.5998,3,4,3,,"Nhà ngõ, hẻm",6600000000,"6,6 tỷ",99.099396
Hẻm 994 Đường Huỳnh Tấn Phát,Phường Tân Phú,Quận 7,5,33,2,2,1,,"Nhà ngõ, hẻm",880000000,880 triệu,26.666666
Đường Đặng Thùy Trâm,Phường 13,Quận Bình Thạnh,1,100,5,5,7,,Nhà phố liền kề,12900000000,"12,9 tỷ",129
Đường Lê Văn Việt,Phường Tăng Nhơn Phú A (Quận 9 cũ),Thành phố Thủ Đức,1,70,,4,4,,"Nhà mặt phố, mặt tiền",16000000000,16 tỷ,228.57143
Đường Võ Oanh,Phường 25,Quận Bình Thạnh,1,72,5,5,6,,"Nhà ngõ, hẻm",14900000000,"14,9 tỷ",206.94444
Đường Tân Kỳ Tân Quý,Phường Tân Quý,Quận Tân Phú,1,79.8,4,5,5,,"Nhà ngõ, hẻm",6450000000,"6,45 tỷ",80.827065
Hẻm 95 Lê Văn Lương,Phường Tân Kiểng,Quận 7,5,34.5,1,2,1,,"Nhà ngõ, hẻm",780000000,780 triệu,22.608696
Đường Xuân Thới Thượng 14,Xã Xuân Thới Thượng,Huyện Hóc Môn,1,180,3,3,2,Hướng Đông Bắc,"Nhà mặt phố, mặt tiền",6900000000,"6,9 tỷ",38.333332
Đường Bùi Đình Tuý,Phường 12,Quận Bình Thạnh,1,120,,6,,,Nhà biệt thự,11900000000,"11,9 tỷ",99.166664
Đường Phạm Văn Chí,Phường 3,Quận 6,1,200,,5,,,"Nhà mặt phố, mặt tiền",27000000000,27 tỷ,135
Đường Nguyễn Văn Công,Phường 3,Quận Gò Vấp,1,20,2,2,2,,"Nhà ngõ, hẻm",2490000000,"2,49 tỷ",124.5
Đường Xô Viết Nghệ Tĩnh,Phường 21,Quận Bình Thạnh,1,100,6,11,,,"Nhà ngõ, hẻm",16500000000,"16,5 tỷ",165
Đường Số 49,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,5,15.6997,,1,1,,"Nhà ngõ, hẻm",730000000,730 triệu,46.497704
Đường Ba Vân,Phường 14,Quận Tân Bình,1,80,,3,3,,"Nhà ngõ, hẻm",11000000000,11 tỷ,137.5
Đường Nguyễn Thượng Hiền,Phường 5,Quận Bình Thạnh,1,58,5,3,4,,"Nhà ngõ, hẻm",8800000000,"8,8 tỷ",151.72414
Hẻm 14/13 Thân Nhân Trung,Phường 13,Quận Tân Bình,1,76,,4,4,,"Nhà ngõ, hẻm",12800000000,"12,8 tỷ",168.42105
Đường số 8,Phường Linh Tây (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,82,,5,,,"Nhà ngõ, hẻm",7720000000,"7,72 tỷ",94.14634
Đường Lê Văn Thọ,Phường 9,Quận Gò Vấp,1,46,2,2,2,,"Nhà ngõ, hẻm",3900000000,"3,9 tỷ",84.78261
Đường Tân Thành - Âu Cơ,Phường Hòa Thạnh,Quận Tân Phú,1,10,,2,1,,"Nhà ngõ, hẻm",1200000000,"1,2 tỷ",120
Đường Hà Huy Giáp,Phường Thạnh Xuân,Quận 12,1,64,,4,3,,"Nhà ngõ, hẻm",4000000000,4 tỷ,62.5
Đường Kinh Dương Vương,Phường An Lạc,Quận Bình Tân,1,52,,5,4,,"Nhà mặt phố, mặt tiền",7000000000,7 tỷ,134.61539
Đường Xuân Thới 5,Xã Xuân Thới Đông,Huyện Hóc Môn,1,76.1999,3,3,3,Hướng Đông Bắc,"Nhà ngõ, hẻm",3600000000,"3,6 tỷ",47.244156
Đường Lê Quang Định,Phường 7,Quận Bình Thạnh,1,65,,6,7,,"Nhà ngõ, hẻm",12500000000,"12,5 tỷ",192.3077
Đường Nguyễn Phúc Nguyên,Phường 9,Quận 3,1,71.1999,6,11,,,"Nhà mặt phố, mặt tiền",21500000000,"21,5 tỷ",301.9667
Đường Phạm Văn Đồng,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,105,,4,,,Nhà phố liền kề,6350000000,"6,35 tỷ",60.47619
Đường Nguyễn Thị Sóc,Xã Xuân Thới Đông,Huyện Hóc Môn,1,80,3,4,4,,"Nhà ngõ, hẻm",4900000000,"4,9 tỷ",61.25
Đường Lê Thị Riêng,Phường Thới An,Quận 12,1,52,,3,,,"Nhà ngõ, hẻm",3840000000,"3,84 tỷ",73.84615
Phong Phú,Xã Phong Phú,Huyện Bình Chánh,1,100,4,5,5,,Nhà phố liền kề,7900000000,"7,9 tỷ",79
Đường Dương Thị Mười,Phường Tân Chánh Hiệp,Quận 12,1,40,1,2,2,,"Nhà mặt phố, mặt tiền",2180000000,"2,18 tỷ",54.5
Đường Trần Văn Mười,Xã Xuân Thới Đông,Huyện Hóc Môn,1,48,,3,,,"Nhà ngõ, hẻm",2560000000,"2,56 tỷ",53.333332
Đường Lê Văn Sỹ,Phường 14,Quận 3,1,18,,4,4,,"Nhà ngõ, hẻm",3800000000,"3,8 tỷ",211.11111
Đường Tô Ngọc Vân,Phường Tam Bình (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,74.5999,,2,,,"Nhà ngõ, hẻm",3400000000,"3,4 tỷ",45.57647
Đường An Phú Tây - Hưng Long,Xã An Phú Tây,Huyện Bình Chánh,1,100,2,3,4,Hướng Đông Nam,"Nhà mặt phố, mặt tiền",1200000000,"1,2 tỷ",12
Đường Hiệp Thành 26,Phường Hiệp Thành,Quận 12,1,100,,4,5,,"Nhà mặt phố, mặt tiền",8790000000,"8,79 tỷ",87.9
Đường D3,Phường Phú Mỹ,Quận 7,1,144,2,5,5,,Nhà biệt thự,37000000000,37 tỷ,256.94446
Đường Phan Xích Long,Phường 3,Quận Phú Nhuận,1,66,,3,,,"Nhà ngõ, hẻm",7900000000,"7,9 tỷ",119.69697
Đường Trần Xuân Soạn,Phường Tân Thuận Tây,Quận 7,1,48,4,6,5,,"Nhà ngõ, hẻm",4750000000,"4,75 tỷ",98.958336
MÃ LÒ,Phường Bình Trị Đông,Quận Bình Tân,1,60,2,3,2,,"Nhà ngõ, hẻm",4650000000,"4,65 tỷ",77.5
Đường Nguyễn Quang Bích,Phường 13,Quận Tân Bình,1,52,2,3,3,,"Nhà ngõ, hẻm",5950000000,"5,95 tỷ",114.42308
Đường Tân Hương,Phường Tân Quý,Quận Tân Phú,1,92,2,3,2,,"Nhà ngõ, hẻm",8500000000,"8,5 tỷ",92.391304
Đường Hiệp Thành 13,Phường Hiệp Thành,Quận 12,1,171,,2,,,"Nhà mặt phố, mặt tiền",6999000000,"6,999 tỷ",40.929825
Lê Văn Khương,Phường Hiệp Thành,Quận 12,1,43,2,2,2,,"Nhà ngõ, hẻm",3400000000,"3,4 tỷ",79.06977
Đường Hậu Giang,Phường 11,Quận 6,1,38,,3,,,"Nhà ngõ, hẻm",5700000000,"5,7 tỷ",150
Đường Trần Thị Cờ,Phường Thới An,Quận 12,1,58,1,3,2,,"Nhà ngõ, hẻm",3980000000,"3,98 tỷ",68.62069
Đường Thạnh Lộc 41,Phường Thạnh Lộc,Quận 12,1,91,,3,3,,"Nhà ngõ, hẻm",4900000000,"4,9 tỷ",53.846153
Vạn Kiếp,Phường 3,Quận Bình Thạnh,1,40,,4,,,"Nhà ngõ, hẻm",2430000000,"2,43 tỷ",60.75
Đường Huỳnh Tấn Phát,Phường Tân Phú,Quận 7,1,86,,7,,,"Nhà ngõ, hẻm",5200000000,"5,2 tỷ",60.465115
Đường Lâm Thị Hố,Phường Tân Chánh Hiệp,Quận 12,1,131,,2,,,"Nhà ngõ, hẻm",7790000000,"7,79 tỷ",59.46565
Đường Tỉnh lộ 8,Xã Tân Thạnh Tây,Huyện Củ Chi,1,193,,2,2,Hướng Nam,"Nhà mặt phố, mặt tiền",3750000000,"3,75 tỷ",19.430052
Hẻm 8 Nguyễn Đình Khơi,Phường 4,Quận Tân Bình,1,72.6998,2,4,4,,Nhà phố liền kề,3460000000,"3,46 tỷ",47.59298
Đường Đặng Thùy Trâm,Phường 13,Quận Bình Thạnh,1,80,,4,1,,"Nhà ngõ, hẻm",7500000000,"7,5 tỷ",93.75
Đường Trần Thị Hè,Phường Hiệp Thành,Quận 12,1,52,,4,,,"Nhà ngõ, hẻm",4550000000,"4,55 tỷ",87.5
Đường Nguyễn Cửu Vân,Phường 17,Quận Bình Thạnh,1,95,4,5,5,,"Nhà mặt phố, mặt tiền",25800000000,"25,8 tỷ",271.57895
Đường Lê Văn Thọ,Phường 11,Quận Gò Vấp,1,42,3,4,3,Hướng Nam,"Nhà ngõ, hẻm",5800000000,"5,8 tỷ",138.09525
Đường Chiến Lược,Phường Bình Trị Đông,Quận Bình Tân,1,50,,2,2,,"Nhà ngõ, hẻm",4100000000,"4,1 tỷ",82
Đường Tân Thới Hiệp 14,Phường Tân Thới Hiệp,Quận 12,1,30,3,3,3,Hướng Nam,Nhà phố liền kề,2300000000,"2,3 tỷ",76.666664
Đường Bà Hom,Phường 13,Quận 6,1,86,1,2,3,,"Nhà ngõ, hẻm",6100000000,"6,1 tỷ",70.93023
Đường Võ Văn Vân,Phường Tân Tạo,Quận Bình Tân,1,53,3,4,5,Hướng Đông Nam,"Nhà ngõ, hẻm",5000000000,5 tỷ,94.33962
Đường Quốc lộ 1,Phường Bình Hưng Hoà B,Quận Bình Tân,1,65,1,1,1,Hướng Nam,"Nhà ngõ, hẻm",3800000000,"3,8 tỷ",58.46154
Đường Lê Trọng Tấn,Phường Bình Hưng Hòa,Quận Bình Tân,1,20,3,2,,,"Nhà ngõ, hẻm",2150000000,"2,15 tỷ",107.5
Đường Nguyễn Tư Giản,Phường 12,Quận Gò Vấp,1,60,2,2,1,Hướng Đông,"Nhà ngõ, hẻm",4200000000,"4,2 tỷ",70
Hẻm 100 Đường Thích Quảng Đức,Phường 5,Quận Phú Nhuận,1,44,,6,3,,"Nhà ngõ, hẻm",5650000000,"5,65 tỷ",128.40909
Đường Tỉnh lộ 43,Phường Bình Chiểu (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,84,3,4,5,Hướng Tây Nam,"Nhà ngõ, hẻm",5500000000,"5,5 tỷ",65.47619
Đường Trần Quang Khải,Phường Tân Định,Quận 1,1,47,,2,2,,"Nhà ngõ, hẻm",5100000000,"5,1 tỷ",108.510635
Đường số 13A,Phường Bình Hưng Hoà A,Quận Bình Tân,1,35,2,2,2,,"Nhà ngõ, hẻm",3000000000,3 tỷ,85.71429
Đường Huỳnh Tấn Phát,Phường Phú Thuận,Quận 7,1,85,2,3,,,"Nhà ngõ, hẻm",4450000000,"4,45 tỷ",52.35294
Đường 26 Tháng 3,Phường Bình Hưng Hòa,Quận Bình Tân,1,25,,5,3,,"Nhà ngõ, hẻm",3400000000,"3,4 tỷ",136
Đường 10,Phường Linh Trung (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,93,,2,2,,"Nhà ngõ, hẻm",4950000000,"4,95 tỷ",53.225807
Hoàng Diệu 2,Phường Linh Chiểu (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,145,3,11,7,,"Nhà mặt phố, mặt tiền",14500000000,"14,5 tỷ",100
Đường Lý Thường Kiệt,Phường 15,Quận 10,1,122,5,11,,,"Nhà ngõ, hẻm",16500000000,"16,5 tỷ",135.2459
Đường Lê Văn Quới,Phường Bình Hưng Hoà A,Quận Bình Tân,1,40,3,4,3,,"Nhà ngõ, hẻm",4700000000,"4,7 tỷ",117.5
1,Xã Phước Vĩnh An,Huyện Củ Chi,1,119,,1,,,"Nhà ngõ, hẻm",2000000000,2 tỷ,16.806723
990,Phường Phú Hữu (Quận 9 cũ),Thành phố Thủ Đức,1,114.1998,3,4,4,Hướng Tây Nam,"Nhà mặt phố, mặt tiền",7000000000,7 tỷ,61.296078
Đường số 53,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,48.0998,,2,,,"Nhà ngõ, hẻm",3950000000,"3,95 tỷ",82.120926
Đường Ngô Gia Tự,Phường 2,Quận 10,1,60,3,4,5,,"Nhà ngõ, hẻm",5290000000,"5,29 tỷ",88.166664
Đường Số 47,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,78.3,1,2,2,Hướng Tây Nam,"Nhà mặt phố, mặt tiền",7300000000,"7,3 tỷ",93.23116
Đường số 6,Phường Tăng Nhơn Phú B (Quận 9 cũ),Thành phố Thủ Đức,1,80,3,4,5,,"Nhà ngõ, hẻm",5500000000,"5,5 tỷ",68.75
Đường Đông Lân - Hưng Lân,Xã Bà Điểm,Huyện Hóc Môn,5,40,,2,2,,"Nhà ngõ, hẻm",1500000000,"1,5 tỷ",37.5
Đường Thạnh Xuân 52,Phường Thạnh Xuân,Quận 12,1,50,1,2,3,Hướng Đông Bắc,"Nhà ngõ, hẻm",3750000000,"3,75 tỷ",75
Hẻm 6 Liên Khu 10-11,Phường Bình Trị Đông,Quận Bình Tân,1,53,4,4,4,Hướng Đông,"Nhà ngõ, hẻm",4150000000,"4,15 tỷ",78.30189
Đường Lê Đình Dương,Phường An Lạc,Quận Bình Tân,1,155,3,4,5,Hướng Nam,"Nhà mặt phố, mặt tiền",9700000000,"9,7 tỷ",62.580647
Đường Phú Mỹ,Phường 22,Quận Bình Thạnh,1,52.4,1,2,2,Hướng Tây Nam,"Nhà ngõ, hẻm",4800000000,"4,8 tỷ",91.60305
An phú đông,Phường An Phú Đông,Quận 12,1,300,1,2,,,"Nhà mặt phố, mặt tiền",14900000000,"14,9 tỷ",49.666668
Đường Nguyễn Thiện Thuật,Phường 3,Quận 3,1,48,3,4,5,Hướng Tây,"Nhà ngõ, hẻm",10000000000,10 tỷ,208.33333
Đường An Nhơn Tây,Xã An Nhơn Tây,Huyện Củ Chi,1,1524,,3,3,,"Nhà mặt phố, mặt tiền",8500000000,"8,5 tỷ",5.577428
Đường Tên Lửa,Phường Bình Trị Đông B,Quận Bình Tân,1,20.2,,3,,,"Nhà ngõ, hẻm",1670000000,"1,67 tỷ",82.67326
Đường Ba Đình,Phường 9,Quận 8,1,37,2,2,,,"Nhà ngõ, hẻm",3880000000,"3,88 tỷ",104.86487
Đường Cao Xuân Dục,Phường 13,Quận 8,1,55,2,2,1,,"Nhà mặt phố, mặt tiền",8600000000,"8,6 tỷ",156.36363
Đường 359,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,1,83,6,6,6,Hướng Đông Nam,"Nhà mặt phố, mặt tiền",8650000000,"8,65 tỷ",104.216866
Đường Hoa Bằng,Phường Tân Sơn Nhì,Quận Tân Phú,1,60,,3,,,"Nhà ngõ, hẻm",6150000000,"6,15 tỷ",102.5
Đường Hà Huy Giáp,Phường Thạnh Lộc,Quận 12,5,48,1,3,2,Hướng Đông Nam,"Nhà ngõ, hẻm",1790000000,"1,79 tỷ",37.291668
Đường Tân Chánh Hiệp 7,Phường Tân Chánh Hiệp,Quận 12,1,20,,2,,,"Nhà ngõ, hẻm",819000000,819 triệu,40.95
Đường Trần Xuân Soạn,Phường Tân Hưng,Quận 7,1,20,2,2,2,,"Nhà ngõ, hẻm",1700000000,"1,7 tỷ",85
Đường Lê Văn Quới,Phường Bình Trị Đông,Quận Bình Tân,1,56,4,4,4,,"Nhà ngõ, hẻm",4000000000,4 tỷ,71.42857
Nguyễn Đình Chính,Phường 15,Quận Phú Nhuận,1,60,4,4,5,Hướng Tây Bắc,"Nhà ngõ, hẻm",9700000000,"9,7 tỷ",161.66667
TX21,Phường Thạnh Xuân,Quận 12,1,78,3,4,4,,"Nhà ngõ, hẻm",4750000000,"4,75 tỷ",60.897434
Đường Thạnh Xuân 21,Phường Thạnh Xuân,Quận 12,1,80,,4,4,,"Nhà ngõ, hẻm",4600000000,"4,6 tỷ",57.5
Đường Trần Xuân Soạn,Phường Tân Hưng,Quận 7,1,40,,3,,,"Nhà ngõ, hẻm",3500000000,"3,5 tỷ",87.5
Đường An Dương Vương,Phường 10,Quận 6,1,56,4,4,4,,"Nhà mặt phố, mặt tiền",5900000000,"5,9 tỷ",105.35714
Đường Lê Văn Lương,Xã Phước Kiển,Huyện Nhà Bè,1,80,4,4,5,Hướng Đông Nam,Nhà biệt thự,9500000000,"9,5 tỷ",118.75
Đường Cách Mạng Tháng Tám,Phường 11,Quận 3,1,49.9,4,6,6,,"Nhà ngõ, hẻm",11500000000,"11,5 tỷ",230.46092
Đường Lý Chính Thắng,Phường Võ Thị Sáu,Quận 3,1,15,1,2,1,Hướng Tây,"Nhà ngõ, hẻm",2380000000,"2,38 tỷ",158.66667
Đường Thành Thái,Phường 14,Quận 10,1,90,5,11,7,,"Nhà ngõ, hẻm",25800000000,"25,8 tỷ",286.66666
Đường Số 4,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,63,3,5,3,,"Nhà ngõ, hẻm",5000000000,5 tỷ,79.36508
Đường Đào Tông Nguyên,Xã Phú Xuân,Huyện Nhà Bè,1,65.1997,3,4,4,Hướng Đông Bắc,Nhà phố liền kề,5450000000,"5,45 tỷ",83.58934
Đường Hương Lộ 2,Phường Bình Trị Đông,Quận Bình Tân,1,50,3,3,3,,"Nhà ngõ, hẻm",6000000000,6 tỷ,120
Bà Hom,Phường 13,Quận 6,1,51.2999,1,2,2,,"Nhà ngõ, hẻm",5200000000,"5,2 tỷ",101.36472
